,wage
8138,0.04
8139,0.52
8140,0.0
8141,0.04
8142,0.52
8143,0.08
8144,0.84
8145,0.04
8146,0.16
8147,0.2
8148,0.0
8149,0.0
8150,0.0
8151,0.04
8152,0.0
8153,0.0
8154,0.0
8155,0.24
8156,0.32
8157,0.2
8158,0.0
8159,0.0
8160,0.0
8161,0.44
8162,0.04
8163,0.0
8164,0.4
8165,0.28
8166,0.8
8167,0.6
8168,0.24
8169,0.0
8170,0.24
8171,0.08
8172,0.6
8173,0.88
8174,0.24
8175,0.56
8176,0.0
8177,0.76
8178,0.0
8179,0.24
8180,0.0
8181,0.08
8182,0.32
8183,0.36
8184,0.8
8185,0.36
8186,0.04
8187,0.6
8188,0.16
8189,0.0
8190,0.2
8191,0.08
8192,0.0
8193,0.0
8194,0.0
8195,0.36
8196,0.08
8197,0.32
8198,0.0
8199,0.0
8200,0.0
8201,0.68
8202,0.08
8203,0.0
8204,0.0
8205,0.04
8206,0.04
8207,0.0
8208,0.4
8209,0.44
8210,0.12
8211,0.16
8212,0.0
8213,0.0
8214,0.84
8215,0.96
8216,0.0
8217,0.0
8218,0.24
8219,0.48
8220,0.12
8221,0.92
8222,0.16
8223,0.0
8224,0.04
8225,0.44
8226,0.28
8227,0.36
8228,0.0
8229,0.0
8230,0.52
8231,0.08
8232,0.36
8233,1.0
8234,0.0
8235,0.0
8236,0.92
8237,0.44
8238,0.48
8239,0.28
8240,0.0
8241,0.0
8242,0.0
8243,0.04
8244,1.0
8245,0.24
8246,0.2
8247,0.24
8248,0.08
8249,0.12
8250,0.0
8251,0.0
8252,0.76
8253,0.08
8254,0.4
8255,0.44
8256,0.72
8257,0.0
8258,0.72
8259,0.4
8260,0.16
8261,0.08
8262,0.0
8263,0.08
8264,0.32
8265,0.72
8266,0.24
8267,0.76
8268,0.52
8269,0.88
8270,0.0
8271,0.0
8272,0.36
8273,0.6
8274,0.0
8275,0.0
8276,0.84
8277,0.52
8278,0.0
8279,0.0
8280,0.16
8281,0.0
8282,0.0
8283,0.4
8284,0.12
8285,0.2
8286,0.24
8287,0.12
8288,0.4
8289,0.12
8290,0.0
8291,0.56
8292,0.36
8293,0.04
8294,0.2
8295,0.04
8296,0.16
8297,0.52
8298,0.28
8299,0.64
8300,0.24
8301,0.12
8302,0.04
8303,0.0
8304,0.4
8305,0.64
8306,0.24
8307,0.04
8308,0.0
8309,0.24
8310,0.08
8311,0.72
8312,0.0
8313,0.04
8314,0.56
8315,0.12
8316,0.6
8317,0.16
8318,0.0
8319,0.52
8320,0.04
8321,0.84
8322,0.04
8323,0.16
8324,0.2
8325,0.0
8326,0.04
8327,0.68
8328,0.0
8329,0.68
8330,0.0
8331,1.0
8332,0.16
8333,0.84
8334,0.4
8335,0.0
8336,0.0
8337,0.0
8338,0.52
8339,0.48
8340,0.12
8341,0.0
8342,0.68
8343,0.4
8344,0.64
8345,0.16
8346,0.04
8347,0.4
8348,0.8
8349,0.28
8350,0.0
8351,0.2
8352,0.0
8353,0.4
8354,0.36
8355,0.0
8356,0.0
8357,0.84
8358,0.6
8359,0.0
8360,0.32
8361,0.0
8362,0.76
8363,0.0
8364,0.16
8365,0.2
8366,0.28
8367,0.28
8368,0.8
8369,0.92
8370,0.48
8371,0.0
8372,0.2
8373,0.6
8374,0.2
8375,0.0
8376,0.44
8377,0.08
8378,0.0
8379,0.0
8380,0.0
8381,0.48
8382,0.0
8383,0.28
8384,0.0
8385,0.0
8386,0.16
8387,0.12
8388,0.16
8389,0.0
8390,0.04
8391,0.04
8392,0.28
8393,0.0
8394,0.36
8395,0.96
8396,0.08
8397,0.4
8398,0.56
8399,0.32
8400,0.96
8401,0.0
8402,0.24
8403,0.0
8404,0.48
8405,0.0
8406,0.0
8407,0.36
8408,0.28
8409,0.76
8410,0.32
8411,0.8
8412,0.64
8413,0.36
8414,0.0
8415,0.32
8416,0.32
8417,0.0
8418,0.04
8419,0.08
8420,0.4
8421,0.16
8422,0.0
8423,0.32
8424,0.88
8425,0.0
8426,0.24
8427,0.36
8428,0.24
8429,0.64
8430,0.12
8431,0.0
8432,0.0
8433,0.64
8434,0.52
8435,1.0
8436,0.72
8437,0.0
8438,0.76
8439,0.96
8440,0.16
8441,0.84
8442,0.0
8443,0.08
8444,0.28
8445,0.24
8446,0.0
8447,0.0
8448,0.92
8449,0.8
8450,0.12
8451,0.4
8452,0.32
8453,0.0
8454,0.2
8455,0.0
8456,0.0
8457,0.16
8458,0.0
8459,0.32
8460,0.04
8461,0.44
8462,0.12
8463,0.76
8464,0.24
8465,0.04
8466,0.28
8467,0.44
8468,0.04
8469,0.0
8470,0.08
8471,0.0
8472,0.0
8473,0.2
8474,0.2
8475,0.0
8476,0.0
8477,0.04
8478,0.0
8479,0.64
8480,0.12
8481,0.0
8482,0.12
8483,0.32
8484,0.16
8485,0.0
8486,0.32
8487,0.08
8488,0.76
8489,0.28
8490,0.08
8491,0.0
8492,0.2
8493,0.0
8494,0.0
8495,0.04
8496,0.08
8497,0.32
8498,0.08
8499,0.84
8500,0.0
8501,0.24
8502,0.2
8503,0.52
8504,0.68
8505,0.2
8506,0.04
8507,0.76
8508,0.72
8509,0.0
8510,0.84
8511,0.24
8512,0.84
8513,1.0
8514,0.44
8515,0.8
8516,0.72
8517,0.0
8518,0.72
8519,0.92
8520,0.24
8521,0.12
8522,0.0
8523,0.64
8524,0.04
8525,0.56
8526,0.96
8527,0.16
8528,0.12
8529,0.04
8530,0.08
8531,0.32
8532,0.44
8533,0.04
8534,0.0
8535,0.0
8536,0.52
8537,0.08
8538,0.48
8539,0.0
8540,0.04
8541,0.28
8542,0.0
8543,0.0
8544,0.0
8545,0.04
8546,0.04
8547,0.52
8548,0.0
8549,0.28
8550,0.48
8551,0.08
8552,0.04
8553,0.12
8554,0.6
8555,0.04
8556,0.64
8557,0.0
8558,0.16
8559,0.0
8560,0.32
8561,0.32
8562,0.44
8563,0.0
8564,0.52
8565,0.2
8566,0.0
8567,0.0
8568,0.0
8569,0.0
8570,0.0
8571,0.72
8572,0.92
8573,0.6
8574,0.0
8575,0.64
8576,0.0
8577,0.0
8578,0.56
8579,0.08
8580,0.24
8581,0.0
8582,0.0
8583,0.84
8584,0.28
8585,0.12
8586,0.04
8587,0.0
8588,0.16
8589,0.2
8590,0.24
8591,0.68
8592,0.0
8593,0.0
8594,0.28
8595,0.08
8596,0.96
8597,0.32
8598,0.0
8599,0.2
8600,0.2
8601,0.68
8602,0.2
8603,0.84
8604,0.4
8605,0.16
8606,0.0
8607,0.0
8608,0.36
8609,0.0
8610,0.68
8611,0.0
8612,0.52
8613,0.0
8614,0.88
8615,0.28
8616,0.6
8617,0.48
8618,0.08
8619,0.04
8620,0.2
8621,0.16
8622,0.0
8623,0.0
8624,0.2
8625,0.28
8626,0.0
8627,0.2
8628,0.0
8629,0.0
8630,0.6
8631,0.6
8632,0.68
8633,0.32
8634,0.12
8635,0.0
8636,0.04
8637,0.0
8638,0.2
8639,0.0
8640,0.12
8641,0.56
8642,0.6
8643,0.0
8644,0.0
8645,0.24
8646,0.4
8647,0.04
8648,0.0
8649,0.96
8650,0.56
8651,0.16
8652,0.0
8653,0.8
8654,1.0
8655,0.0
8656,0.04
8657,0.0
8658,0.2
8659,0.04
8660,0.12
8661,0.0
8662,0.0
8663,0.72
8664,0.0
8665,0.16
8666,0.92
8667,0.0
8668,0.68
8669,0.4
8670,0.0
8671,0.08
8672,0.0
8673,0.32
8674,0.44
8675,0.76
8676,0.88
8677,0.12
8678,0.36
8679,0.4
8680,0.72
8681,0.0
8682,0.12
8683,0.08
8684,0.0
8685,0.44
8686,0.88
8687,0.04
8688,0.0
8689,0.48
8690,0.0
8691,0.2
8692,0.4
8693,0.08
8694,0.08
8695,0.2
8696,0.0
8697,0.0
8698,0.04
8699,0.36
8700,0.32
8701,0.04
8702,0.0
8703,0.08
8704,0.52
8705,0.84
8706,0.28
8707,0.08
8708,0.0
8709,0.28
8710,0.0
8711,0.72
8712,0.16
8713,0.04
8714,0.0
8715,1.0
8716,0.84
8717,0.32
8718,0.16
8719,0.48
8720,0.52
8721,0.04
8722,0.04
8723,0.16
8724,0.0
8725,0.16
8726,0.12
8727,0.0
8728,0.04
8729,0.56
8730,0.0
8731,0.16
8732,0.0
8733,0.24
8734,0.64
8735,0.2
8736,0.28
8737,0.0
8738,0.88
8739,0.12
8740,0.88
8741,0.0
8742,0.84
8743,0.04
8744,0.04
8745,0.0
8746,1.0
8747,0.04
8748,0.0
8749,0.24
8750,0.08
8751,0.0
8752,0.0
8753,0.0
8754,0.0
8755,0.92
8756,0.08
8757,0.84
8758,0.04
8759,0.68
8760,0.0
8761,0.64
8762,0.08
8763,0.0
8764,0.0
8765,0.0
8766,0.2
8767,0.16
8768,0.28
8769,0.6
8770,0.0
8771,0.0
8772,0.0
8773,0.12
8774,0.16
8775,0.0
8776,0.6
8777,0.64
8778,0.08
8779,0.24
8780,0.2
8781,0.4
8782,0.96
8783,0.32
8784,0.32
8785,0.0
8786,0.0
8787,0.52
8788,1.0
8789,0.08
8790,0.0
8791,0.0
8792,0.0
8793,0.72
8794,0.12
8795,0.2
8796,0.48
8797,0.0
8798,0.04
8799,0.56
8800,0.68
8801,0.68
8802,0.4
8803,0.0
8804,0.12
8805,0.0
8806,0.2
8807,0.0
8808,0.0
8809,0.0
8810,0.0
8811,0.6
8812,0.0
8813,0.08
8814,0.2
8815,0.68
8816,0.16
8817,0.64
8818,0.24
8819,0.04
8820,0.28
8821,0.0
8822,0.0
8823,0.0
8824,0.88
8825,0.0
8826,0.0
8827,0.6
8828,0.48
8829,0.16
8830,0.16
8831,0.08
8832,0.0
8833,0.0
8834,0.0
8835,0.0
8836,0.0
8837,0.56
8838,0.0
8839,0.0
8840,0.52
8841,0.0
8842,0.08
8843,0.28
8844,0.32
8845,0.2
8846,0.68
8847,0.28
8848,0.4
8849,0.32
8850,0.8
8851,0.36
8852,0.08
8853,0.08
8854,0.0
8855,0.76
8856,0.56
8857,0.24
8858,0.68
8859,0.84
8860,0.48
8861,0.72
8862,0.0
8863,0.36
8864,0.0
8865,0.36
8866,0.0
8867,0.24
8868,0.48
8869,0.04
8870,0.28
8871,0.4
8872,0.0
8873,0.2
8874,0.08
8875,0.0
8876,0.4
8877,0.76
8878,0.0
8879,0.2
8880,0.0
8881,0.08
8882,0.4
8883,0.84
8884,0.32
8885,0.56
8886,0.04
8887,0.0
8888,0.44
8889,0.04
8890,0.0
8891,0.0
8892,0.32
8893,0.68
8894,0.8
8895,0.36
8896,0.32
8897,0.12
8898,0.0
8899,0.88
8900,0.32
8901,0.36
8902,0.2
8903,0.28
8904,0.0
8905,0.0
8906,0.0
8907,0.2
8908,0.44
8909,0.0
8910,0.0
8911,0.16
8912,0.36
8913,1.0
8914,0.2
8915,0.76
8916,0.0
8917,0.04
8918,0.56
8919,0.0
8920,0.0
8921,0.0
8922,0.08
8923,0.4
8924,0.44
8925,0.12
8926,0.76
8927,0.2
8928,0.0
8929,0.08
8930,0.04
8931,0.28
8932,0.28
8933,0.0
8934,0.44
8935,0.0
8936,0.4
8937,0.0
8938,0.36
8939,0.44
8940,0.24
8941,0.72
8942,0.16
8943,0.24
8944,0.08
8945,0.48
8946,0.44
8947,0.0
8948,0.12
8949,0.4
8950,0.64
8951,0.0
8952,0.0
8953,0.0
8954,0.28
8955,0.08
8956,0.08
8957,0.6
8958,0.72
8959,0.44
8960,1.0
8961,0.12
8962,0.04
8963,0.44
8964,0.32
8965,0.48
8966,0.28
8967,0.0
8968,0.52
8969,0.0
8970,0.52
8971,0.16
8972,0.0
8973,0.0
8974,0.0
8975,0.12
8976,0.0
8977,0.44
8978,0.0
8979,0.08
8980,0.84
8981,0.2
8982,0.2
8983,0.0
8984,0.16
8985,0.44
8986,0.44
8987,0.0
8988,0.0
8989,0.0
8990,0.08
8991,0.08
8992,0.24
8993,0.0
8994,0.32
8995,0.12
8996,0.52
8997,0.16
8998,0.04
8999,0.6
9000,0.0
9001,0.44
9002,0.8
9003,0.08
9004,0.0
9005,0.0
9006,0.8
9007,0.0
9008,0.0
9009,0.84
9010,0.2
9011,0.04
9012,0.32
9013,0.0
9014,0.0
9015,0.2
9016,0.04
9017,0.0
9018,0.12
9019,0.0
9020,0.72
9021,0.0
9022,0.48
9023,0.32
9024,0.0
9025,0.04
9026,0.0
9027,0.52
9028,0.84
9029,0.68
9030,0.0
9031,0.0
9032,0.04
9033,0.56
9034,0.36
9035,0.16
9036,0.32
9037,0.08
9038,0.48
9039,0.12
9040,0.0
9041,0.68
9042,0.16
9043,0.56
9044,0.0
9045,0.0
9046,0.8
9047,0.08
9048,0.0
9049,0.0
9050,0.08
9051,0.08
9052,0.56
9053,0.2
9054,0.0
9055,0.24
9056,0.04
9057,0.4
9058,0.04
9059,0.04
9060,0.48
9061,0.0
9062,0.04
9063,0.0
9064,0.0
9065,0.0
9066,0.04
9067,0.48
9068,0.6
9069,0.12
9070,0.04
9071,0.0
9072,0.48
9073,0.0
9074,0.92
9075,0.0
9076,0.0
9077,0.36
9078,0.52
9079,0.0
9080,0.04
9081,0.0
9082,0.0
9083,0.0
9084,0.44
9085,0.04
9086,0.0
9087,0.44
9088,0.12
9089,0.0
9090,0.0
9091,0.0
9092,0.04
9093,0.8
9094,0.64
9095,0.0
9096,0.44
9097,0.72
9098,0.36
9099,0.32
9100,0.04
9101,0.12
9102,0.0
9103,0.0
9104,0.04
9105,0.2
9106,0.0
9107,0.16
9108,0.44
9109,0.24
9110,0.08
9111,0.0
9112,0.76
9113,0.0
9114,0.12
9115,0.08
9116,0.0
9117,0.32
9118,0.44
9119,0.52
9120,0.76
9121,0.0
9122,0.08
9123,0.0
9124,0.0
9125,0.28
9126,0.0
9127,0.16
9128,0.0
9129,0.16
9130,0.2
9131,0.8
9132,0.24
9133,0.04
9134,0.0
9135,0.0
9136,0.48
9137,0.0
9138,0.96
9139,0.0
9140,0.0
9141,0.0
9142,0.0
9143,0.0
9144,0.16
9145,0.04
9146,0.04
9147,0.12
9148,0.44
9149,0.08
9150,0.32
9151,0.48
9152,0.0
9153,0.52
9154,0.08
9155,0.44
9156,0.08
9157,0.0
9158,0.84
9159,0.4
9160,0.28
9161,0.0
9162,0.0
9163,0.04
9164,0.12
9165,0.0
9166,0.12
9167,0.72
9168,0.0
9169,0.24
9170,0.68
9171,0.6
9172,0.0
9173,0.16
9174,0.0
9175,0.2
9176,0.24
9177,0.2
9178,0.0
9179,0.12
9180,0.16
9181,0.0
9182,0.64
9183,0.88
9184,0.24
9185,0.92
9186,0.32
9187,0.44
9188,0.2
9189,0.48
9190,0.44
9191,0.0
9192,0.48
9193,0.52
9194,0.8
9195,0.0
9196,0.28
9197,0.04
9198,0.4
9199,0.56
9200,0.24
9201,0.24
9202,0.16
9203,0.0
9204,0.64
9205,0.8
9206,0.56
9207,0.08
9208,0.6
9209,0.08
9210,0.76
9211,0.04
9212,0.2
9213,0.2
9214,0.04
9215,0.24
9216,0.72
9217,0.36
9218,0.72
9219,0.04
9220,0.04
9221,0.0
9222,0.04
9223,0.0
9224,0.64
9225,0.0
9226,0.04
9227,0.52
9228,0.0
9229,0.32
9230,0.4
9231,0.24
9232,0.36
9233,0.12
9234,0.0
9235,0.24
9236,0.0
9237,0.4
9238,0.08
9239,0.12
9240,0.0
9241,0.84
9242,0.0
9243,0.12
9244,0.04
9245,0.84
9246,0.92
9247,0.0
9248,0.96
9249,0.0
9250,0.16
9251,0.28
9252,0.04
9253,0.04
9254,0.04
9255,0.0
9256,0.8
9257,0.0
9258,0.76
9259,0.36
9260,0.84
9261,0.64
9262,0.0
9263,0.0
9264,0.12
9265,0.16
9266,0.08
9267,0.32
9268,0.0
9269,0.0
9270,0.0
9271,0.64
9272,0.0
9273,0.12
9274,0.56
9275,0.2
9276,0.0
9277,0.28
9278,0.0
9279,0.96
9280,0.12
9281,0.04
9282,0.0
9283,0.04
9284,0.0
9285,0.44
9286,0.0
9287,0.2
9288,0.0
9289,0.0
9290,0.16
9291,0.08
9292,0.64
9293,0.12
9294,0.0
9295,0.52
9296,0.24
9297,0.24
9298,0.8
9299,0.44
9300,0.16
9301,0.28
9302,0.0
9303,0.12
9304,0.24
9305,0.32
9306,0.0
9307,0.6
9308,0.0
9309,0.0
9310,0.0
9311,0.08
9312,0.08
9313,0.84
9314,0.0
9315,0.0
9316,0.0
9317,0.96
9318,0.52
9319,0.0
9320,0.52
9321,0.0
9322,0.16
9323,0.08
9324,0.24
9325,0.52
9326,0.0
9327,0.36
9328,0.24
9329,0.0
9330,0.4
9331,0.92
9332,0.0
9333,0.4
9334,0.36
9335,0.8
9336,0.0
9337,0.28
9338,0.08
9339,0.88
9340,0.0
9341,0.24
9342,0.0
9343,0.48
9344,0.12
9345,0.64
9346,0.2
9347,0.8
9348,0.0
9349,0.64
9350,0.56
9351,0.04
9352,0.96
9353,0.8
9354,0.0
9355,0.24
9356,0.04
9357,0.12
9358,0.0
9359,0.0
9360,0.44
9361,0.0
9362,0.32
9363,0.0
9364,0.04
9365,0.48
9366,0.04
9367,0.08
9368,0.04
9369,0.12
9370,0.04
9371,0.64
9372,0.0
9373,0.0
9374,0.4
9375,0.36
9376,0.0
9377,0.2
9378,0.44
9379,0.0
9380,0.0
9381,0.0
9382,0.0
9383,0.52
9384,0.16
9385,0.76
9386,0.4
9387,0.12
9388,0.08
9389,0.08
9390,0.6
9391,0.6
9392,0.0
9393,0.04
9394,0.04
9395,0.28
9396,0.08
9397,0.28
9398,0.0
9399,0.24
9400,0.0
9401,0.04
9402,0.52
9403,0.4
9404,0.8
9405,0.4
9406,0.48
9407,0.4
9408,0.0
9409,0.2
9410,0.0
9411,0.0
9412,0.6
9413,0.0
9414,0.2
9415,0.0
9416,0.12
9417,0.48
9418,0.6
9419,0.12
9420,0.0
9421,0.76
9422,0.0
9423,0.0
9424,0.16
9425,0.0
9426,0.36
9427,0.12
9428,0.0
9429,0.0
9430,0.48
9431,0.0
9432,0.12
9433,0.36
9434,0.0
9435,0.28
9436,0.56
9437,0.0
9438,0.0
9439,0.08
9440,0.08
9441,0.76
9442,0.48
9443,0.56
9444,0.0
9445,0.16
9446,0.6
9447,0.16
9448,0.0
9449,0.68
9450,0.44
9451,0.88
9452,0.16
9453,0.2
9454,0.0
9455,0.6
9456,0.0
9457,0.32
9458,0.04
9459,0.84
9460,0.08
9461,0.24
9462,0.36
9463,0.56
9464,0.68
9465,0.0
9466,0.32
9467,0.28
9468,0.28
9469,0.68
9470,0.72
9471,0.0
9472,0.12
9473,0.12
9474,0.48
9475,0.12
9476,0.0
9477,0.68
9478,0.0
9479,0.0
9480,0.0
9481,0.04
9482,0.52
9483,0.56
9484,0.12
9485,0.04
9486,0.16
9487,0.32
9488,0.28
9489,0.04
9490,0.16
9491,0.0
9492,0.0
9493,0.0
9494,0.0
9495,0.0
9496,0.8
9497,0.0
9498,0.16
9499,0.56
9500,0.08
9501,0.0
9502,0.0
9503,0.0
9504,0.24
9505,0.88
9506,0.0
9507,0.12
9508,0.2
9509,0.0
9510,0.64
9511,0.12
9512,0.2
9513,0.48
9514,0.0
9515,0.52
9516,0.0
9517,0.0
9518,0.16
9519,0.56
9520,0.44
9521,0.76
9522,0.0
9523,0.2
9524,0.12
9525,0.84
9526,0.0
9527,0.04
9528,0.0
9529,0.0
9530,0.0
9531,0.08
9532,0.0
9533,0.6
9534,0.0
9535,0.04
9536,0.0
9537,0.0
9538,0.28
9539,0.08
9540,0.8
9541,0.0
9542,0.44
9543,0.08
9544,0.64
9545,0.2
9546,0.28
9547,0.4
9548,0.6
9549,0.0
9550,0.0
9551,0.0
9552,0.12
9553,0.4
9554,0.0
9555,0.48
9556,0.36
9557,0.0
9558,0.12
9559,0.2
9560,0.32
9561,0.16
9562,0.68
9563,0.04
9564,0.68
9565,0.56
9566,0.68
9567,0.0
9568,0.44
9569,0.12
9570,0.56
9571,0.0
9572,0.72
9573,0.0
9574,0.48
9575,0.0
9576,1.0
9577,0.96
9578,0.24
9579,0.0
9580,0.16
9581,0.04
9582,0.0
9583,0.04
9584,0.24
9585,0.08
9586,0.72
9587,0.16
9588,0.0
9589,0.64
9590,0.28
9591,0.0
9592,0.0
9593,0.16
9594,0.0
9595,0.0
9596,0.36
9597,0.0
9598,0.0
9599,0.0
9600,0.6
9601,0.56
9602,0.0
9603,0.48
9604,0.0
9605,0.04
9606,0.2
9607,0.0
9608,0.16
9609,0.0
9610,0.08
9611,0.0
9612,0.52
9613,0.48
9614,0.2
9615,0.24
9616,0.88
9617,0.44
9618,0.24
9619,0.84
9620,0.6
9621,0.0
9622,0.2
9623,0.0
9624,0.0
9625,0.0
9626,0.24
9627,0.48
9628,0.36
9629,0.04
9630,0.0
9631,0.52
9632,0.76
9633,0.2
9634,0.04
9635,0.36
9636,0.0
9637,0.08
9638,0.0
9639,0.04
9640,0.16
9641,0.64
9642,0.0
9643,0.12
9644,0.0
9645,0.0
9646,0.0
9647,0.0
9648,0.04
9649,0.0
9650,0.48
9651,0.48
9652,0.68
9653,0.0
9654,0.36
9655,0.0
9656,0.28
9657,0.0
9658,0.04
9659,0.68
9660,0.32
9661,0.96
9662,0.72
9663,0.28
9664,0.0
9665,0.0
9666,0.56
9667,0.0
9668,0.56
9669,0.0
9670,0.0
9671,0.48
9672,0.04
9673,0.28
9674,0.0
9675,0.28
9676,0.68
9677,0.2
9678,0.0
9679,0.28
9680,0.0
9681,0.64
9682,0.0
9683,0.0
9684,0.04
9685,0.04
9686,0.24
9687,0.04
9688,0.4
9689,0.32
9690,0.0
9691,0.0
9692,0.12
9693,0.2
9694,0.32
9695,0.04
9696,0.0
9697,0.96
9698,0.8
9699,0.04
9700,0.56
9701,1.0
9702,0.0
9703,0.0
9704,0.4
9705,0.24
9706,0.0
9707,0.12
9708,0.08
9709,0.08
9710,0.0
9711,0.0
9712,0.56
9713,1.0
9714,0.44
9715,0.44
9716,0.32
9717,0.0
9718,0.04
9719,0.04
9720,0.24
9721,0.44
9722,0.04
9723,0.04
9724,0.08
9725,0.0
9726,0.72
9727,1.0
9728,0.4
9729,0.16
9730,0.52
9731,0.44
9732,0.24
9733,0.04
9734,0.4
9735,0.32
9736,0.44
9737,0.6
9738,0.0
9739,0.48
9740,0.88
9741,0.04
9742,0.52
9743,0.36
9744,0.04
9745,0.0
9746,0.04
9747,0.0
9748,0.2
9749,0.96
9750,0.0
9751,0.24
9752,0.0
9753,0.0
9754,0.2
9755,0.12
9756,0.08
9757,0.0
9758,0.32
9759,0.04
9760,0.48
9761,0.16
9762,0.04
9763,0.0
9764,0.52
9765,0.08
9766,0.0
9767,0.04
9768,0.36
9769,0.12
9770,0.56
9771,0.36
9772,0.68
9773,0.0
9774,0.0
9775,0.04
9776,0.04
9777,0.2
9778,0.24
9779,0.0
9780,0.84
9781,0.68
9782,0.92
9783,0.0
9784,0.6
9785,0.76
9786,0.08
9787,0.84
9788,0.32
9789,0.04
9790,0.44
9791,0.4
9792,0.96
9793,0.0
9794,0.24
9795,0.4
9796,0.56
9797,0.0
9798,0.08
9799,0.2
9800,0.0
9801,0.08
9802,0.04
9803,0.0
9804,0.56
9805,0.12
9806,0.0
9807,0.28
9808,0.0
9809,0.0
9810,0.4
9811,0.0
9812,0.0
9813,0.96
9814,0.28
9815,0.88
9816,0.24
9817,0.0
9818,0.8
9819,0.0
9820,0.0
9821,0.24
9822,0.56
9823,0.0
9824,0.32
9825,0.08
9826,0.0
9827,0.0
9828,0.0
9829,0.08
9830,0.52
9831,0.0
9832,0.16
9833,0.4
9834,0.2
9835,0.12
9836,0.0
9837,0.04
9838,0.24
9839,0.64
9840,0.12
9841,0.04
9842,0.76
9843,0.0
9844,0.0
9845,0.24
9846,0.0
9847,0.72
9848,0.0
9849,0.0
9850,0.68
9851,0.56
9852,0.0
9853,0.12
9854,0.88
9855,0.0
9856,0.0
9857,0.2
9858,0.12
9859,0.32
9860,0.08
9861,0.24
9862,0.24
9863,0.8
9864,0.0
9865,0.56
9866,0.0
9867,1.0
9868,0.2
9869,0.36
9870,0.56
9871,0.76
9872,0.0
9873,0.76
9874,0.52
9875,0.0
9876,0.04
9877,0.96
9878,0.4
9879,0.24
9880,0.0
9881,0.44
9882,0.0
9883,0.28
9884,0.04
9885,0.0
9886,0.48
9887,0.0
9888,0.04
9889,0.36
9890,0.8
9891,0.12
9892,0.92
9893,0.92
9894,0.0
9895,0.24
9896,1.0
9897,0.0
9898,0.0
9899,0.4
9900,0.64
9901,0.08
9902,0.52
9903,0.68
9904,0.0
9905,0.96
9906,0.64
9907,0.04
9908,0.08
9909,0.52
9910,0.0
9911,0.0
9912,0.56
9913,0.0
9914,0.6
9915,0.96
9916,0.88
9917,0.8
9918,0.12
9919,0.68
9920,0.16
9921,0.68
9922,0.0
9923,0.08
9924,0.0
9925,0.84
9926,0.24
9927,0.92
9928,0.32
9929,0.0
9930,0.24
9931,0.04
9932,0.36
9933,0.68
9934,0.0
9935,0.04
9936,0.0
9937,0.08
9938,0.0
9939,0.6
9940,0.6
9941,0.0
9942,0.4
9943,0.2
9944,0.0
9945,0.4
9946,0.0
9947,0.0
9948,1.0
9949,0.8
9950,0.56
9951,0.04
9952,0.04
9953,0.24
9954,0.0
9955,0.08
9956,0.0
9957,0.36
9958,0.0
9959,0.44
9960,0.32
9961,0.0
9962,0.32
9963,0.4
9964,0.76
9965,0.4
9966,0.04
9967,0.24
9968,0.0
9969,0.24
9970,0.32
9971,0.64
9972,0.72
9973,0.0
9974,0.52
9975,0.04
9976,0.0
9977,0.04
9978,0.0
9979,0.0
9980,0.0
9981,0.64
9982,0.08
9983,0.12
9984,0.0
9985,0.0
9986,0.84
9987,0.04
9988,0.0
9989,0.0
9990,0.2
9991,0.0
9992,0.0
9993,0.0
9994,0.64
9995,0.76
9996,0.04
9997,0.0
9998,0.2
9999,0.68
10000,0.28
10001,0.0
10002,0.16
10003,0.0
10004,0.56
10005,0.0
10006,0.2
10007,0.4
10008,0.12
10009,0.28
10010,0.48
10011,0.28
10012,0.32
10013,0.0
10014,0.68
10015,0.12
10016,0.24
10017,0.28
10018,0.64
10019,0.68
10020,0.92
10021,0.0
10022,0.48
10023,0.24
10024,0.24
10025,0.04
10026,0.36
10027,0.64
10028,0.0
10029,0.04
10030,0.08
10031,0.0
10032,0.56
10033,0.12
10034,0.48
10035,0.44
10036,0.0
10037,0.04
10038,0.24
10039,0.08
10040,0.0
10041,0.12
10042,0.08
10043,0.0
10044,0.36
10045,0.0
10046,0.04
10047,0.32
10048,0.04
10049,0.48
10050,0.0
10051,0.0
10052,0.36
10053,0.2
10054,0.0
10055,0.16
10056,0.32
10057,0.0
10058,0.96
10059,0.0
10060,0.04
10061,0.52
10062,0.04
10063,0.12
10064,0.28
10065,0.4
10066,0.44
10067,0.0
10068,0.08
10069,0.92
10070,0.12
10071,0.2
10072,0.0
10073,0.72
10074,0.0
10075,0.0
10076,0.0
10077,0.04
10078,0.68
10079,0.12
10080,0.36
10081,0.0
10082,0.32
10083,0.76
10084,0.2
10085,0.0
10086,0.44
10087,0.36
10088,0.0
10089,0.04
10090,0.44
10091,0.0
10092,0.0
10093,0.0
10094,0.0
10095,0.36
10096,1.0
10097,0.0
10098,0.2
10099,0.0
10100,0.0
10101,0.84
10102,0.32
10103,0.32
10104,1.0
10105,0.0
10106,0.12
10107,0.0
10108,0.16
10109,0.36
10110,0.0
10111,0.68
10112,0.2
10113,0.0
10114,0.96
10115,0.08
10116,0.08
10117,0.08
10118,0.76
10119,0.04
10120,0.0
10121,0.44
10122,0.6
10123,0.04
10124,0.4
10125,0.64
10126,0.56
10127,1.0
10128,0.2
10129,0.88
10130,0.24
10131,0.0
10132,0.04
10133,0.8
10134,0.0
10135,0.12
10136,0.16
